ID	NAME	EQUATION	GENE ASSOCIATION	subsystem_unique_@2021_12
r_2801	"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2802	"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2803	"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2804	"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2805	"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2806	"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2807	"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2808	"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:0)[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2809	"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:1)[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2810	"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:0)[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2811	"MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane"	"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:1)[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)[mm]"	YPR140W	glycerophospholipid metabolism ( sce00564 )
r_2820	"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[ce]"	YJL100W or YLR305C	inositol phosphate metabolism ( sce00562 )
r_2821	"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[ce]"	YJL100W or YLR305C	inositol phosphate metabolism ( sce00562 )
r_2822	"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[ce]"	YJL100W or YLR305C	inositol phosphate metabolism ( sce00562 )
r_2823	"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[ce]"	YJL100W or YLR305C	inositol phosphate metabolism ( sce00562 )
r_2824	"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce]"	YJL100W or YLR305C	inositol phosphate metabolism ( sce00562 )
r_2825	"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[ce]"	YJL100W or YLR305C	inositol phosphate metabolism ( sce00562 )
r_2826	"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce]"	YJL100W or YLR305C	inositol phosphate metabolism ( sce00562 )
r_2827	"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[ce]"	YJL100W or YLR305C	inositol phosphate metabolism ( sce00562 )
r_2828	"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), vacuolar membrane"	"H+[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[vm] + ATP[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[vm]"	YJL100W	inositol phosphate metabolism ( sce00562 )
r_2829	"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[vm]"	YJL100W	inositol phosphate metabolism ( sce00562 )
r_2830	"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[vm]"	YJL100W	inositol phosphate metabolism ( sce00562 )
r_2831	"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[vm]"	YJL100W	inositol phosphate metabolism ( sce00562 )
r_2832	"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[vm]"	YJL100W	inositol phosphate metabolism ( sce00562 )
r_2833	"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[vm]"	YJL100W	inositol phosphate metabolism ( sce00562 )
r_2834	"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[vm]"	YJL100W	inositol phosphate metabolism ( sce00562 )
r_2835	"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[vm]"	YJL100W	inositol phosphate metabolism ( sce00562 )
r_2836	"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), Golgi membrane"	"H+[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[gm] + ATP[gm] => ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[gm]"	YDR373W and YNL267W	inositol phosphate metabolism ( sce00562 )
r_2837	"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), Golgi membrane"	"H+[gm] + ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[gm] => ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[gm]"	YDR373W and YNL267W	inositol phosphate metabolism ( sce00562 )
r_2838	"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), Golgi membrane"	"H+[gm] + ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[gm] => ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[gm]"	YDR373W and YNL267W	inositol phosphate metabolism ( sce00562 )
r_2839	"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), Golgi membrane"	"H+[gm] + ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[gm] => ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[gm]"	YDR373W and YNL267W	inositol phosphate metabolism ( sce00562 )
r_2840	"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), Golgi membrane"	"H+[gm] + ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm] => ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[gm]"	YDR373W and YNL267W	inositol phosphate metabolism ( sce00562 )
r_2841	"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), Golgi membrane"	"H+[gm] + ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[gm] => ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[gm]"	YDR373W and YNL267W	inositol phosphate metabolism ( sce00562 )
r_2842	"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), Golgi membrane"	"H+[gm] + ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm] => ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[gm]"	YDR373W and YNL267W	inositol phosphate metabolism ( sce00562 )
r_2843	"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), Golgi membrane"	"H+[gm] + ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[gm] => ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[gm]"	YDR373W and YNL267W	inositol phosphate metabolism ( sce00562 )
r_2844	"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[n]"	YNL267W	inositol phosphate metabolism ( sce00562 )
r_2845	"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[n]"	YNL267W	inositol phosphate metabolism ( sce00562 )
r_2846	"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[n]"	YNL267W	inositol phosphate metabolism ( sce00562 )
r_2847	"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[n]"	YNL267W	inositol phosphate metabolism ( sce00562 )
r_2848	"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[n]"	YNL267W	inositol phosphate metabolism ( sce00562 )
r_2849	"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[n]"	YNL267W	inositol phosphate metabolism ( sce00562 )
r_2850	"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[n]"	YNL267W	inositol phosphate metabolism ( sce00562 )
r_2851	"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[n]"	YNL267W	inositol phosphate metabolism ( sce00562 )
r_2852	"phosphatidylinositol 3-kinase (1-16:0, 2-16:1), vacuolar membrane"	"H+[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[vm] + ATP[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[vm]"	YBR097W and YLR240W	inositol phosphate metabolism ( sce00562 )
r_2853	"phosphatidylinositol 3-kinase (1-16:1, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[vm]"	YBR097W and YLR240W	inositol phosphate metabolism ( sce00562 )
r_2854	"phosphatidylinositol 3-kinase (1-18:0, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[vm]"	YBR097W and YLR240W	inositol phosphate metabolism ( sce00562 )
r_2855	"phosphatidylinositol 3-kinase (1-18:1, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[vm]"	YBR097W and YLR240W	inositol phosphate metabolism ( sce00562 )
r_2856	"phosphatidylinositol 3-kinase (1-16:0, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm]"	YBR097W and YLR240W	inositol phosphate metabolism ( sce00562 )
r_2857	"phosphatidylinositol 3-kinase (1-16:1, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[vm]"	YBR097W and YLR240W	inositol phosphate metabolism ( sce00562 )
r_2858	"phosphatidylinositol 3-kinase (1-18:0, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[vm]"	YBR097W and YLR240W	inositol phosphate metabolism ( sce00562 )
r_2859	"phosphatidylinositol 3-kinase (1-18:1, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)[vm]"	YBR097W and YLR240W	inositol phosphate metabolism ( sce00562 )
r_2860	"PI 4-P 5-kinase (1-16:0, 2-16:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[n]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2861	"PI 4-P 5-kinase (1-16:1, 2-16:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[n]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2862	"PI 4-P 5-kinase (1-18:0, 2-16:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[n]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2863	"PI 4-P 5-kinase (1-18:1, 2-16:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[n]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2864	"PI 4-P 5-kinase (1-16:0, 2-18:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[n]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2865	"PI 4-P 5-kinase (1-16:1, 2-18:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[n]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2866	"PI 4-P 5-kinase (1-18:0, 2-18:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[n]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2867	"PI 4-P 5-kinase (1-18:1, 2-18:1), nucleus"	"ATP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[n] => ADP[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[n]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2868	"PI 4-P 5-kinase (1-16:0, 2-16:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[ce]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2869	"PI 4-P 5-kinase (1-16:1, 2-16:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[ce]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2870	"PI 4-P 5-kinase (1-18:0, 2-16:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[ce]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2871	"PI 4-P 5-kinase (1-18:1, 2-16:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[ce]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2872	"PI 4-P 5-kinase (1-16:0, 2-18:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[ce]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2873	"PI 4-P 5-kinase (1-16:1, 2-18:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[ce]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2874	"PI 4-P 5-kinase (1-18:0, 2-18:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[ce]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2875	"PI 4-P 5-kinase (1-18:1, 2-18:1), cell envelope"	"H+[ce] + ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[ce] => ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[ce]"	YDR208W	inositol phosphate metabolism ( sce00562 )
r_2876	"PI 3-P 5-kinase (1-16:0, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[vm]"	YFR019W	inositol phosphate metabolism ( sce00562 )
r_2877	"PI 3-P 5-kinase (1-16:1, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[vm]"	YFR019W	inositol phosphate metabolism ( sce00562 )
r_2878	"PI 3-P 5-kinase (1-18:0, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[vm]"	YFR019W	inositol phosphate metabolism ( sce00562 )
r_2879	"PI 3-P 5-kinase (1-18:1, 2-16:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[vm]"	YFR019W	inositol phosphate metabolism ( sce00562 )
r_2880	"PI 3-P 5-kinase (1-16:0, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm]"	YFR019W	inositol phosphate metabolism ( sce00562 )
r_2881	"PI 3-P 5-kinase (1-16:1, 2-18:1), vacuolar membrane"	"H+[vm] + ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[vm] => ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[vm]"	YFR019W	inositol phosphate metabolism ( sce00562 )
